iter	seq	start	end	strand	locus_tag	com_id	type	description
1312	CP037923.1	1319812	1320475	-1	EKN05_006775	exoX	CDS	exodeoxyribonuclease X
1313	CP037923.1	1320498	1321155	-1	EKN05_006780	EKN05_006780	pseudo	carbon-nitrogen hydrolase family protein
1314	CP037923.1	1321256	1321487	-1	EKN05_006785	holE	CDS	DNA polymerase III subunit theta
1315	CP037923.1	1321625	1322000	1	EKN05_006790	yobA	CDS	CopC domain-containing protein YobA
1316	CP037923.1	1322003	1322876	1	EKN05_006795	copD	CDS	copper homeostasis membrane protein CopD
1317	CP037923.1	1322888	1323230	1	EKN05_006800	EKN05_006800	CDS	DUF2511 domain-containing protein
1318	CP037923.1	1323622	1324699	-1	EKN05_006805	EKN05_006805	CDS	integrase
1319	CP037923.1	1324664	1324946	-1	EKN05_006810	EKN05_006810	CDS	excisionase
1320	CP037923.1	1325062	1326219	-1	EKN05_006815	EKN05_006815	CDS	IS3 family transposase
1321	CP037923.1	1326319	1326508	-1	EKN05_006820	EKN05_006820	CDS	DUF1187 family protein
1322	CP037923.1	1326558	1327656	-1	EKN05_006825	EKN05_006825	CDS	hypothetical protein
1323	CP037923.1	1327685	1327958	-1	EKN05_006830	EKN05_006830	CDS	host-nuclease inhibitor protein Gam
1324	CP037923.1	1327935	1328865	-1	EKN05_006835	EKN05_006835	pseudo	exodeoxyribonuclease VIII
1325	CP037923.1	1328905	1329754	-1	EKN05_006840	pWR501_0108	pseudo	IS3-like element IS600 family transposase
1326	CP037923.1	1329808	1331018	1	EKN05_006845	EKN05_006845	pseudo	IS3 family transposase
1327	CP037923.1	1331060	1331371	-1	EKN05_006850	EKN05_006850	pseudo	transposase
1328	CP037923.1	1331434	1331902	1	EKN05_006855	EKN05_006855	pseudo	transcriptional regulator
1329	CP037923.1	1332238	1333852	1	EKN05_006860	EKN05_006860	CDS	peptide ABC transporter substrate-binding protein
1330	CP037923.1	1333902	1334934	-1	EKN05_006865	ynaI	CDS	low conductance mechanosensitive channel YnaI
1331	CP037923.1	1335061	1335426	1	EKN05_006870	EKN05_006870	pseudo	transposase
1332	CP037923.1	1335536	1336724	-1	EKN05_006875	EKN05_006875	CDS	IS91 family transposase
1333	CP037923.1	1336723	1337089	-1	EKN05_006880	EKN05_006880	CDS	transposase
1334	CP037923.1	1337179	1337986	1	EKN05_006885	EKN05_006885	pseudo	IS3 family transposase
1335	CP037923.1	1338185	1338443	1	EKN05_006890	EKN05_006890	pseudo	DUF2534 family protein
1336	CP037923.1	1338492	1339443	-1	EKN05_006895	uspE	CDS	universal stress protein UspE
1337	CP037923.1	1339594	1340347	-1	EKN05_006900	fnr	CDS	fumarate/nitrate reduction transcriptional regulator Fnr
1338	CP037923.1	1340541	1341057	-1	EKN05_006905	ogt	CDS	methylated-DNA--[protein]-cysteine S-methyltransferase
1339	CP037923.1	1341067	1341211	-1	EKN05_006910	EKN05_006910	pseudo	hypothetical protein
1340	CP037923.1	1341600	1342416	-1	EKN05_006915	EKN05_006915	CDS	AraC family transcriptional regulator
1341	CP037923.1	1342512	1343160	1	EKN05_006920	EKN05_006920	CDS	HlyD family secretion protein
1342	CP037923.1	1343323	1344523	-1	EKN05_006925	EKN05_006925	CDS	IS91 family transposase
1343	CP037923.1	1344532	1344721	-1	EKN05_006930	pWR501_0076	CDS	hypothetical protein
1344	CP037923.1	1344776	1345229	1	EKN05_006935	EKN05_006935	CDS	HlyD family secretion protein
1345	CP037923.1	1345228	1346738	1	EKN05_006940	EKN05_006940	pseudo	DHA2 family efflux MFS transporter permease subunit
1346	CP037923.1	1346932	1347496	1	EKN05_006945	smrA	CDS	DNA endonuclease SmrA
1347	CP037923.1	1347516	1348749	-1	EKN05_006950	dgcM	pseudo	diguanylate cyclase DgcM
1348	CP037923.1	1349003	1349987	1	EKN05_006955	zntB	CDS	zinc transporter ZntB
1349	CP037923.1	1350464	1351832	1	EKN05_006960	dbpA	CDS	ATP-dependent RNA helicase DbpA
1350	CP037923.1	1351960	1352896	-1	EKN05_006965	ttcA	CDS	tRNA 2-thiocytidine(32) synthetase TtcA
1351	CP037923.1	1353071	1353506	-1	EKN05_006970	uspF	CDS	universal stress protein UspF
1352	CP037923.1	1353646	1354776	-1	EKN05_006975	ompN	pseudo	porin OmpN
1353	CP037923.1	1355142	1358667	-1	EKN05_006980	nifJ	CDS	pyruvate:ferredoxin (flavodoxin) oxidoreductase
1354	CP037923.1	1358940	1359207	1	EKN05_006985	EKN05_006985	CDS	DUF333 domain-containing protein
1355	CP037923.1	1359339	1360037	-1	EKN05_006990	EKN05_006990	pseudo	IS1 family transposase
1356	CP037923.1	1360092	1360317	1	EKN05_006995	EKN05_006995	pseudo	helix-turn-helix domain-containing protein
1357	CP037923.1	1360488	1360815	-1	EKN05_007000	EKN05_007000	CDS	DUF1318 domain-containing protein
1358	CP037923.1	1360822	1361008	-1	EKN05_007005	EKN05_007005	CDS	YnbE family lipoprotein
1359	CP037923.1	1361004	1363644	-1	EKN05_007010	EKN05_007010	CDS	YdbH family protein
1360	CP037923.1	1363851	1364841	1	EKN05_007015	ldhA	CDS	D-lactate dehydrogenase
1361	CP037923.1	1364951	1365272	1	EKN05_007020	hslJ	pseudo	heat shock protein HslJ
1362	CP037923.1	1365277	1365975	-1	EKN05_007025	EKN05_007025	pseudo	IS1 family transposase
1363	CP037923.1	1366029	1368204	1	EKN05_007030	EKN05_007030	pseudo	DUF2773 domain-containing bactofilin
1364	CP037923.1	1368374	1368980	1	EKN05_007035	EKN05_007035	CDS	CDP-alcohol phosphatidyltransferase family protein
1365	CP037923.1	1368990	1369875	1	EKN05_007040	EKN05_007040	CDS	hypothetical protein
1366	CP037923.1	1369890	1371648	1	EKN05_007045	EKN05_007045	CDS	alpha/beta fold hydrolase
1367	CP037923.1	1371637	1372306	1	EKN05_007050	EKN05_007050	pseudo	inositol phosphorylceramide synthase
1368	CP037923.1	1372349	1373506	-1	EKN05_007055	EKN05_007055	CDS	IS3 family transposase
1369	CP037923.1	1373570	1374215	1	EKN05_007060	EKN05_007060	pseudo	hypothetical protein
1370	CP037923.1	1374268	1374874	-1	EKN05_007065	acpD	CDS	FMN-dependent NADH-azoreductase
1371	CP037923.1	1375074	1378977	1	EKN05_007070	hrpA	CDS	ATP-dependent RNA helicase HrpA
1372	CP037923.1	1379130	1379209	1	EKN05_007075	EKN05_007075	pseudo	aspartate oxidase
1373	CP037923.1	1379177	1380323	-1	EKN05_007080	EKN05_007080	CDS	IS3 family transposase
1374	CP037923.1	1380384	1380810	1	EKN05_007085	EKN05_007085	pseudo	YdcF family protein
1375	CP037923.1	1380786	1380873	-1	EKN05_007090	EKN05_007090	pseudo	aldehyde dehydrogenase
1376	CP037923.1	1381114	1382554	1	EKN05_007095	aldA	CDS	aldehyde dehydrogenase
1377	CP037923.1	1382595	1383597	-1	EKN05_007100	gap	pseudo	type I glyceraldehyde-3-phosphate dehydrogenase
1378	CP037923.1	1383785	1384316	1	EKN05_007105	cybB	CDS	cytochrome b561
1379	CP037923.1	1384560	1384734	1	EKN05_007110	EKN05_007110	CDS	hypothetical protein
1380	CP037923.1	1384805	1384955	-1	EKN05_007115	hokB	CDS	type I toxin-antitoxin system toxin HokB
1381	CP037923.1	1385055	1385196	-1	EKN05_007120	EKN05_007120	pseudo	IS3 family transposase
1382	CP037923.1	1385329	1386486	1	EKN05_007125	EKN05_007125	pseudo	IS3 family transposase
1383	CP037923.1	1386552	1387781	1	EKN05_007130	EKN05_007130	CDS	IS3-like element IS2 family transposase
1384	CP037923.1	1387789	1389027	-1	EKN05_007135	EKN05_007135	pseudo	IS3 family transposase
1385	CP037923.1	1389193	1389265	-1	EKN05_007140	EKN05_007140	pseudo	endonuclease
1386	CP037923.1	1389402	1391043	1	EKN05_007145	trg	CDS	methyl-accepting chemotaxis protein Trg
1387	CP037923.1	1391080	1392004	-1	EKN05_007150	EKN05_007150	CDS	LysR family transcriptional regulator
1388	CP037923.1	1392220	1393564	1	EKN05_007155	EKN05_007155	CDS	VOC family protein
1389	CP037923.1	1393788	1395444	1	EKN05_007160	mdoD	CDS	glucan biosynthesis protein D
1390	CP037923.1	1395583	1395808	1	EKN05_007165	EKN05_007165	CDS	DUF465 domain-containing protein
1391	CP037923.1	1395870	1396407	1	EKN05_007170	rimL	CDS	50S ribosomal protein L7/L12-serine acetyltransferase
1392	CP037923.1	1396401	1397382	-1	EKN05_007175	EKN05_007175	CDS	LbetaH domain-containing protein
1393	CP037923.1	1397505	1398498	1	EKN05_007180	tehA	CDS	dicarboxylate transporter/tellurite-resistance protein TehA
1394	CP037923.1	1398494	1399088	1	EKN05_007185	tehB	CDS	tellurite resistance methyltransferase TehB
1395	CP037923.1	1399390	1400059	1	EKN05_007190	EKN05_007190	CDS	DUF3313 domain-containing protein
1396	CP037923.1	1400076	1400583	-1	EKN05_007195	tnpA	pseudo	IS200/IS605 family transposase
1397	CP037923.1	1400590	1401484	1	EKN05_007200	EKN05_007200	pseudo	transposase
1398	CP037923.1	1401599	1402787	-1	EKN05_007205	EKN05_007205	CDS	IS91 family transposase
1399	CP037923.1	1402786	1403152	-1	EKN05_007210	EKN05_007210	CDS	transposase
1400	CP037923.1	1403240	1403588	1	EKN05_007215	EKN05_007215	pseudo	ABC transporter permease subunit
1401	CP037923.1	1403577	1404372	1	EKN05_007220	EKN05_007220	CDS	ABC transporter permease
1402	CP037923.1	1404393	1405818	1	EKN05_007225	patD	CDS	aminobutyraldehyde dehydrogenase
1403	CP037923.1	1406027	1406837	1	EKN05_007230	EKN05_007230	CDS	CatB-related O-acetyltransferase
1404	CP037923.1	1407238	1407334	-1	EKN05_007235	yncL	CDS	stress response membrane protein YncL
1405	CP037923.1	1407528	1407702	1	EKN05_007240	EKN05_007240	CDS	GhoT/OrtT family toxin
1406	CP037923.1	1407787	1408021	1	EKN05_007245	ydcY	CDS	DUF2526 domain-containing protein
1407	CP037923.1	1408021	1408471	-1	EKN05_007250	EKN05_007250	CDS	DMT family transporter
1408	CP037923.1	1408467	1408986	-1	EKN05_007255	EKN05_007255	CDS	L-methionine sulfoximine/L-methionine sulfone acetyltransferase
1409	CP037923.1	1409099	1410373	1	EKN05_007260	EKN05_007260	CDS	IS3-like element IS2 family transposase
1410	CP037923.1	1410382	1410556	-1	EKN05_007265	EKN05_007265	pseudo	acyl-CoA N-acyltransferase
1411	CP037923.1	1410502	1411540	1	EKN05_007270	curA	CDS	NADPH-dependent curcumin/dihydrocurcumin reductase
1412	CP037923.1	1411737	1412403	1	EKN05_007275	EKN05_007275	CDS	GntR family transcriptional regulator
1413	CP037923.1	1412673	1413861	-1	EKN05_007280	EKN05_007280	CDS	IS91 family transposase
1414	CP037923.1	1413860	1414226	-1	EKN05_007285	EKN05_007285	CDS	transposase
1415	CP037923.1	1414260	1415193	-1	EKN05_007290	narH	CDS	nitrate reductase subunit beta
1416	CP037923.1	1415189	1418930	-1	EKN05_007295	narZ	CDS	nitrate reductase subunit alpha
1417	CP037923.1	1419011	1420400	-1	EKN05_007300	narU	CDS	NarK family nitrate/nitrite MFS transporter
1418	CP037923.1	1420857	1421555	-1	EKN05_007305	EKN05_007305	pseudo	IS1 family transposase
1419	CP037923.1	1421611	1421836	-1	EKN05_007310	EKN05_007310	pseudo	leucine-rich repeat domain-containing protein
1420	CP037923.1	1421842	1422832	-1	EKN05_007315	EKN05_007315	CDS	leucine-rich repeat domain-containing protein
1421	CP037923.1	1422941	1423421	-1	EKN05_007320	EKN05_007320	CDS	leucine-rich repeat domain-containing protein
1422	CP037923.1	1423590	1424691	-1	EKN05_007325	ompC	CDS	porin OmpC
1423	CP037923.1	1424945	1425827	-1	EKN05_007330	yddG	CDS	aromatic amino acid exporter YddG
1424	CP037923.1	1426059	1426647	1	EKN05_007335	EKN05_007335	CDS	sulfate ABC transporter substrate-binding protein
1425	CP037923.1	1426695	1429107	1	EKN05_007340	fdnG	CDS	formate dehydrogenase-N subunit alpha
1426	CP037923.1	1429119	1430004	1	EKN05_007345	fdxH	CDS	formate dehydrogenase subunit beta
1427	CP037923.1	1429996	1430650	1	EKN05_007350	fdnI	CDS	formate dehydrogenase-N subunit gamma
1428	CP037923.1	1430877	1431162	-1	EKN05_007355	higA	CDS	addiction module antidote protein
1429	CP037923.1	1431307	1432334	-1	EKN05_007360	adhP	pseudo	alcohol dehydrogenase AdhP
1430	CP037923.1	1432467	1434165	-1	EKN05_007365	sfcA	CDS	NAD-dependent malic enzyme
1431	CP037923.1	1434352	1435050	1	EKN05_007370	EKN05_007370	pseudo	IS1 family transposase
1432	CP037923.1	1435222	1435654	1	EKN05_007375	osmC	CDS	peroxiredoxin OsmC
1433	CP037923.1	1435709	1436636	-1	EKN05_007380	EKN05_007380	pseudo	ATP-binding cassette domain-containing protein
1434	CP037923.1	1436628	1437615	-1	EKN05_007385	EKN05_007385	CDS	ABC transporter ATP-binding protein
1435	CP037923.1	1437611	1438508	-1	EKN05_007390	EKN05_007390	CDS	D
1436	CP037923.1	1438521	1438854	-1	EKN05_007395	ddpX	pseudo	D-alanyl-D-alanine dipeptidase
1437	CP037923.1	1439111	1439729	-1	EKN05_007400	EKN05_007400	pseudo	EAL domain-containing protein
1438	CP037923.1	1439653	1440799	-1	EKN05_007405	EKN05_007405	CDS	diguanylate cyclase
1439	CP037923.1	1441175	1442495	-1	EKN05_007410	EKN05_007410	CDS	glycoside hydrolase family 10 protein
1440	CP037923.1	1442625	1444161	-1	EKN05_007415	gadC	CDS	glutamate:gamma-aminobutyrate antiporter
1441	CP037923.1	1444316	1445717	-1	EKN05_007420	gadB	CDS	glutamate decarboxylase
1442	CP037923.1	1445897	1446092	1	EKN05_007425	EKN05_007425	pseudo	hypothetical protein
1443	CP037923.1	1446077	1447871	-1	EKN05_007430	EKN05_007430	pseudo	insulinase family protein
1444	CP037923.1	1447888	1448586	-1	EKN05_007435	EKN05_007435	pseudo	IS1 family transposase
1445	CP037923.1	1448642	1449650	-1	EKN05_007440	EKN05_007440	pseudo	insulinase family protein
1446	CP037923.1	1449694	1452055	-1	EKN05_007445	EKN05_007445	CDS	TonB-dependent receptor
1447	CP037923.1	1452092	1452557	-1	EKN05_007450	EKN05_007450	pseudo	ATP-binding cassette domain-containing protein
1448	CP037923.1	1452541	1453239	-1	EKN05_007455	EKN05_007455	pseudo	IS1 family transposase
1449	CP037923.1	1453289	1453451	-1	EKN05_007460	EKN05_007460	CDS	ATP-binding cassette domain-containing protein
1450	CP037923.1	1453493	1454555	-1	EKN05_007465	EKN05_007465	CDS	ABC transporter ATP-binding protein/permease
1451	CP037923.1	1454757	1454880	1	EKN05_007470	EKN05_007470	CDS	hypothetical protein
1452	CP037923.1	1455002	1455700	1	EKN05_007475	EKN05_007475	pseudo	IS1 family transposase
1453	CP037923.1	1455715	1456780	-1	EKN05_007480	EKN05_007480	pseudo	anaerobic sulfatase maturase
1454	CP037923.1	1456831	1458391	-1	EKN05_007485	EKN05_007485	CDS	sulfatase
1455	CP037923.1	1458432	1459130	1	EKN05_007490	EKN05_007490	pseudo	IS1 family transposase
1456	CP037923.1	1459211	1459970	-1	EKN05_007495	aroD	CDS	type I 3-dehydroquinate dehydratase
1457	CP037923.1	1460000	1460750	-1	EKN05_007500	ydiB	CDS	quinate/shikimate dehydrogenase
1458	CP037923.1	1460776	1461474	-1	EKN05_007505	EKN05_007505	pseudo	IS1 family transposase
1459	CP037923.1	1461529	1461643	-1	EKN05_007510	EKN05_007510	pseudo	quinate/shikimate dehydrogenase
1460	CP037923.1	1461654	1462926	-1	EKN05_007515	EKN05_007515	CDS	MFS transporter
1461	CP037923.1	1463108	1463510	-1	EKN05_007520	EKN05_007520	pseudo	MFS transporter
1462	CP037923.1	1463526	1464224	-1	EKN05_007525	EKN05_007525	pseudo	IS1 family transposase
1463	CP037923.1	1464278	1465100	-1	EKN05_007530	EKN05_007530	pseudo	MFS transporter
1464	CP037923.1	1465199	1465557	-1	EKN05_007535	EKN05_007535	pseudo	DUF1870 family protein
1465	CP037923.1	1465985	1467098	-1	EKN05_007545	ydiK	CDS	AI-2E family transporter YdiK
1466	CP037923.1	1467486	1470543	1	EKN05_007550	ydiJ	CDS	FAD-binding oxidoreductase
1467	CP037923.1	1470539	1470950	1	EKN05_007555	menI	CDS	1
1468	CP037923.1	1471049	1471238	1	EKN05_007560	EKN05_007560	CDS	hypothetical protein
1469	CP037923.1	1471785	1472154	1	EKN05_007565	sufA	CDS	Fe-S cluster assembly scaffold SufA
1470	CP037923.1	1472162	1473650	1	EKN05_007570	sufB	CDS	Fe-S cluster assembly protein SufB
1471	CP037923.1	1473659	1474406	1	EKN05_007575	sufC	CDS	Fe-S cluster assembly ATPase SufC
1472	CP037923.1	1474380	1475652	1	EKN05_007580	sufD	CDS	Fe-S cluster assembly protein SufD
1473	CP037923.1	1475648	1476869	1	EKN05_007585	sufS	CDS	cysteine desulfurase SufS
1474	CP037923.1	1476881	1477298	1	EKN05_007590	sufE	CDS	cysteine desulfuration protein SufE
1475	CP037923.1	1477446	1478451	1	EKN05_007595	ldtE	CDS	L
1476	CP037923.1	1478513	1478750	-1	EKN05_007600	lpp	CDS	major outer membrane lipoprotein
1477	CP037923.1	1479060	1480473	-1	EKN05_007605	pykF	CDS	pyruvate kinase PykF
1478	CP037923.1	1481021	1481719	-1	EKN05_007610	EKN05_007610	pseudo	IS1 family transposase
1479	CP037923.1	1481805	1482015	1	EKN05_007615	fumD	CDS	fumarate hydratase FumD
1480	CP037923.1	1482471	1483098	1	EKN05_007620	EKN05_007620	CDS	ferredoxin-like protein
1481	CP037923.1	1483118	1485220	1	EKN05_007625	EKN05_007625	pseudo	aldehyde ferredoxin oxidoreductase
1482	CP037923.1	1485223	1485871	1	EKN05_007630	EKN05_007630	CDS	YdhW family putative oxidoreductase system protein
1483	CP037923.1	1485934	1486603	1	EKN05_007635	EKN05_007635	CDS	4Fe-4S dicluster domain-containing protein
1484	CP037923.1	1486599	1487385	1	EKN05_007640	EKN05_007640	CDS	thiosulfate reductase cytochrome B subunit
1485	CP037923.1	1487388	1488186	1	EKN05_007645	EKN05_007645	CDS	hypothetical protein
1486	CP037923.1	1488197	1489802	-1	EKN05_007650	EKN05_007650	CDS	FAD-NAD(P)-binding protein
1487	CP037923.1	1489927	1490233	-1	EKN05_007655	EKN05_007655	CDS	monooxygenase
1488	CP037923.1	1490805	1492062	1	EKN05_007670	EKN05_007670	CDS	hypothetical protein
1489	CP037923.1	1492102	1493476	-1	EKN05_007675	mdtK	CDS	multidrug efflux MATE transporter MdtK
1490	CP037923.1	1493690	1494332	1	EKN05_007680	ribE	CDS	riboflavin synthase
1491	CP037923.1	1494371	1495520	-1	EKN05_007685	cfa	CDS	cyclopropane fatty acyl phospholipid synthase
1492	CP037923.1	1495810	1497022	-1	EKN05_007690	ydhC	CDS	Bcr/CflA family multidrug efflux MFS transporter
1493	CP037923.1	1497134	1498067	1	EKN05_007695	ydhB	CDS	LysR family transcriptional regulator
1494	CP037923.1	1498063	1499089	-1	EKN05_007700	purR	CDS	HTH-type transcriptional repressor PurR
1495	CP037923.1	1499387	1499477	1	EKN05_007705	ynhF	CDS	stress response protein YnhF
1496	CP037923.1	1499642	1500812	1	EKN05_007710	EKN05_007710	CDS	MFS transporter
1497	CP037923.1	1500958	1501540	-1	EKN05_007715	sodB	CDS	superoxide dismutase [Fe]
1498	CP037923.1	1501667	1502495	-1	EKN05_007720	ydhO	CDS	endopeptidase
1499	CP037923.1	1502829	1503177	1	EKN05_007725	EKN05_007725	CDS	Grx4 family monothiol glutaredoxin
1500	CP037923.1	1503215	1503716	-1	EKN05_007730	tnpA	CDS	IS200/IS605 family transposase
1501	CP037923.1	1503723	1504932	1	EKN05_007735	EKN05_007735	CDS	transposase
1502	CP037923.1	1504975	1509434	-1	EKN05_007740	lhr	pseudo	ATP-dependent helicase
1503	CP037923.1	1509526	1510174	-1	EKN05_007745	rnt	CDS	ribonuclease T
1504	CP037923.1	1510276	1510684	-1	EKN05_007750	gloA	CDS	lactoylglutathione lyase
1505	CP037923.1	1510764	1511862	-1	EKN05_007755	nemA	CDS	N-ethylmaleimide reductase
1506	CP037923.1	1511898	1512498	-1	EKN05_007760	EKN05_007760	CDS	TetR/AcrR family transcriptional regulator
1507	CP037923.1	1512600	1512840	1	EKN05_007765	EKN05_007765	CDS	DUF1289 domain-containing protein
1508	CP037923.1	1512888	1513785	1	EKN05_007770	EKN05_007770	CDS	aldo/keto reductase family oxidoreductase
1509	CP037923.1	1513865	1514387	1	EKN05_007775	sodC	CDS	superoxide dismutase [Cu-Zn] SodC2
1510	CP037923.1	1514387	1516400	-1	EKN05_007780	EKN05_007780	pseudo	FUSC family protein
1511	CP037923.1	1516399	1517257	-1	EKN05_007785	EKN05_007785	CDS	HlyD family secretion protein
1512	CP037923.1	1517259	1517496	-1	EKN05_007790	EKN05_007790	CDS	DUF1656 domain-containing protein
1513	CP037923.1	1517696	1518131	1	EKN05_007795	slyA	CDS	transcriptional regulator SlyA
1514	CP037923.1	1518177	1518645	-1	EKN05_007800	slyB	CDS	outer membrane lipoprotein SlyB
1515	CP037923.1	1518918	1520028	1	EKN05_007805	anmK	CDS	anhydro-N-acetylmuramic acid kinase
1516	CP037923.1	1520125	1520200	1	EKN05_007810	EKN05_007810	pseudo	lysozyme inhibitor
1517	CP037923.1	1520247	1521521	1	EKN05_007815	EKN05_007815	CDS	IS3-like element IS2 family transposase
1518	CP037923.1	1521533	1521791	1	EKN05_007820	mliC	pseudo	C-type lysozyme inhibitor
1519	CP037923.1	1521849	1522506	1	EKN05_007825	pdxH	CDS	pyridoxamine 5'-phosphate oxidase
1520	CP037923.1	1522634	1523909	1	EKN05_007830	tyrS	CDS	tyrosine--tRNA ligase
1521	CP037923.1	1523970	1524831	1	EKN05_007835	pdxY	CDS	pyridoxal kinase PdxY
1522	CP037923.1	1524874	1525480	-1	EKN05_007840	gstA	CDS	glutathione transferase GstA
1523	CP037923.1	1525584	1527087	-1	EKN05_007845	dtpA	CDS	dipeptide/tripeptide permease DtpA
1524	CP037923.1	1527276	1527474	1	EKN05_007850	EKN05_007850	pseudo	hypothetical protein
1525	CP037923.1	1527697	1528333	-1	EKN05_007855	nth	CDS	endonuclease III
1526	CP037923.1	1528332	1529028	-1	EKN05_007860	ydgQ	CDS	electron transport complex subunit E
1527	CP037923.1	1529031	1529652	-1	EKN05_007865	rsxG	CDS	electron transport complex subunit RsxG
1528	CP037923.1	1529655	1530714	-1	EKN05_007870	rsxD	CDS	electron transport complex subunit RsxD
1529	CP037923.1	1530714	1532937	-1	EKN05_007875	rsxC	CDS	electron transport complex subunit RsxC
1530	CP037923.1	1532929	1533508	-1	EKN05_007880	rsxB	CDS	electron transport complex subunit RsxB
1531	CP037923.1	1533507	1534089	-1	EKN05_007885	rsxA	CDS	electron transport complex subunit RsxA
1532	CP037923.1	1534165	1534606	-1	EKN05_007890	EKN05_007890	CDS	DUF2569 domain-containing protein
